Kingdom Phylum Class Order Family Genus Species Kingdom.Confidence Phylum.Confidence Class.Confidence Order.Confidence Family.Confidence Genus.Confidence
eedad19c68e6741ce67ffccde9b294d1 Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales NA NA NA 1.00 1.00 1.00 0.61 0.48 0.48
f5af45eff724bfd4d7b8cae13af1406d Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales NA NA NA 1.00 1.00 1.00 0.55 0.46 0.46
97837595737c2cf61c5fffcce2832818 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA 1.00 0.98 0.97 0.16 0.14 0.14
92694918ddd7cc6765ee47d23ee5080d Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA 1.00 0.98 0.96 0.36 0.35 0.35
d3804662e7499814493e7194594f929b Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA 1.00 0.97 0.96 0.23 0.23 0.23
7316ee931e8a85da1d340bd898897ba4 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA 1.00 1.00 0.98 0.28 0.27 0.27
4bde5dd6d28d30bc0946c2c4bfebe962 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA 1.00 0.98 0.98 0.37 0.35 0.35
068e4b0da5bbd23eb8f53b5a53d2a6bf Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA 0.99 0.87 0.87 0.43 0.41 0.41
438d94c5140abd87a06a921803905204 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA 1.00 0.90 0.90 0.36 0.36 0.36
0e691dbf723ebdf7d81db9bd1c6f7b52 Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales NA NA NA 1.00 0.98 0.96 0.52 0.49 0.49
32f4aef8928c12588146a169bd4061b4 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA 1.00 0.99 0.93 0.43 0.41 0.41
37f1c852c2b54c0a0319053ea5a87352 Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales NA NA NA 1.00 1.00 1.00 0.76 0.76 0.76
bc1bdff8f51fcdc04bc448ca1d3d098f Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales NA NA NA 1.00 1.00 0.99 0.79 0.79 0.79
10acf05ad4848c3256bb547fef79dbfb Bacteria Proteobacteria Alphaproteobacteria Ferrovibrionales Ferrovibrionales_fa NA NA 1.00 1.00 1.00 0.82 0.79 0.42
f1c04dac9a2963135b53cd5d0ece318e Bacteria Proteobacteria Alphaproteobacteria Ferrovibrionales Ferrovibrionaceae Ferrovibrio soli 1.00 1.00 1.00 1.00 1.00 1.00
730783c036dca000380179b2da40c0c9 Bacteria Proteobacteria Alphaproteobacteria Ferrovibrionales Ferrovibrionaceae Ferrovibrio NA 1.00 1.00 1.00 1.00 0.98 0.98
605c4895be37a36675b6208767c48a1d Bacteria Proteobacteria Alphaproteobacteria Ferrovibrionales Ferrovibrionaceae Ferrovibrio NA 1.00 1.00 1.00 1.00 0.98 0.98
54bd6dc0c2496b168c7264fe6e25d92b Bacteria Proteobacteria Alphaproteobacteria Ferrovibrionales Ferrovibrionales_fa Taonella NA 1.00 1.00 1.00 0.99 0.99 0.85
90d0b262754df7fc63852d8f2d9594a0 Bacteria Proteobacteria Alphaproteobacteria Ferrovibrionales Ferrovibrionales_fa Taonella NA 1.00 1.00 1.00 0.99 0.99 0.87
cba5a0bef9669086783716f49ce6150f Bacteria Proteobacteria Alphaproteobacteria Sneathiellales Sneathiellaceae NA NA 1.00 1.00 1.00 0.79 0.79 0.79
bf3a1a4c1b84ea31505d1050de6beab1 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Methyloligellaceae NA NA 1.00 1.00 1.00 1.00 1.00 0.98
c83102b352f538b7031b8ab74c4858c9 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodopseudomonas NA 1.00 1.00 1.00 1.00 1.00 0.60
be42bf0652fdd701342f01f60fb694f4 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodopseudomonas boonkerdii 1.00 1.00 1.00 1.00 1.00 0.78
e96a18c7e3d537fc5fcb8f8ed70414c9 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodopseudomonas boonkerdii 1.00 1.00 1.00 1.00 1.00 0.50
f164333e56acb7153497d132b451deb7 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodopseudomonas NA 1.00 1.00 1.00 1.00 1.00 0.84
41da1f67db882e54aa2020701805031e Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodopseudomonas NA 1.00 1.00 1.00 1.00 1.00 0.99
3da13822a4e59d2d70a6ec427c82e650 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Afipia NA 1.00 1.00 1.00 1.00 1.00 0.67
6472eb8b1e09f892aca2f23182962903 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Bradyrhizobium NA 1.00 1.00 1.00 1.00 1.00 0.71
9099b8a07b6b73755cad5d2df763bd3c Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Bradyrhizobium NA 1.00 1.00 1.00 1.00 1.00 1.00
3a7bcfd3dd1c23c2efae4b6b3fcd36a3 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Bradyrhizobium NA 1.00 1.00 1.00 1.00 1.00 0.96
f49b08f55306299038d1227b6d158b26 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Bradyrhizobium canariense 1.00 1.00 1.00 1.00 1.00 0.88
d829bee4984f82ffc2453212157caf96 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Bradyrhizobium NA 1.00 1.00 1.00 1.00 1.00 1.00
9b53067e23a3f7417c2354a1e00a7b95 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Bradyrhizobium NA 1.00 1.00 1.00 1.00 1.00 0.77
c86c42d313081e6c6ec2c8088812cb23 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Afipia clevelandensis 1.00 1.00 1.00 1.00 1.00 0.85
a0e409c85f36e4a31ba22ff033860aa2 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Bosea NA 1.00 1.00 1.00 1.00 1.00 1.00
7ead17a076e7b7b419bf50abe7eee3f4 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Bosea NA 1.00 1.00 1.00 1.00 1.00 1.00
4d700fe537b1a3c01017e496c3569602 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Bosea NA 1.00 1.00 1.00 1.00 1.00 1.00
7cac226c5eb428079ecdee5bbc0da249 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Bosea thiooxidans 1.00 1.00 1.00 1.00 1.00 1.00
5a0ae6a10829f1b6d01debcce81fa0c6 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Bosea NA 1.00 1.00 1.00 1.00 1.00 1.00
4473ac847f597164696bc96da74ca753 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Bosea NA 1.00 1.00 1.00 1.00 1.00 1.00
56de2ad73463b873a35deb39961b7fed Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Bosea NA 1.00 1.00 1.00 1.00 1.00 1.00
e0f50c5adf537a0a3a63e61720b38ed5 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylobacterium-Methylorubrum NA 1.00 1.00 1.00 1.00 1.00 0.95
374b724806294b861c4ed5cfb74e2f31 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylobacterium-Methylorubrum NA 1.00 1.00 1.00 1.00 1.00 1.00
ab6b7b90747341ce39f82d0a22a1d37d Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylobacterium-Methylorubrum NA 1.00 1.00 1.00 1.00 1.00 1.00
04ecfad5772d2e09a84a0f5ef460536c Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylobacterium-Methylorubrum NA 1.00 1.00 1.00 1.00 1.00 1.00
d10407054b92e5e6baedeb19e83263d1 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Chelatococcus NA 1.00 1.00 1.00 1.00 1.00 0.83
92f1720367db58c68a96eceb9feb416a Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylobacterium-Methylorubrum NA 1.00 1.00 1.00 1.00 1.00 0.98
205e9006842d47d1a2d1caf6a96e0c88 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Microvirga NA 1.00 1.00 1.00 1.00 1.00 1.00
df6b2ff753caa786474b15bf145ff993 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter NA 1.00 1.00 1.00 1.00 1.00 0.90
79029fa983ec4eda60117a273a52cfc0 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter NA 1.00 1.00 1.00 1.00 1.00 1.00
2dd9e191a81b91117b77df5eac7e6048 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter NA 1.00 1.00 1.00 1.00 1.00 0.82
eb5cf5dbca18815432617d0f913a9387 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter NA 1.00 1.00 1.00 1.00 1.00 0.87
df14192046a031174a4ff560c358db28 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter fusiformis 1.00 1.00 1.00 1.00 1.00 0.98
3d69e2f84a880e7bf9b2123f9a806acd Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter profundus 1.00 1.00 1.00 1.00 1.00 1.00
f81f78a345c6fbbdce40078aa2e1d44c Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter NA 1.00 1.00 1.00 1.00 1.00 0.74
38d295a643c75db65292e37a04ee3d8c Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA 1.00 1.00 1.00 1.00 1.00 0.70
b939c255fbe67864df4b2444aab85609 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter NA 1.00 1.00 1.00 1.00 1.00 1.00
b3314e4044b92cefb5e4eed07d7c5904 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter NA 1.00 1.00 1.00 1.00 1.00 0.95
fd62f3d57d1390bceb0dedbc2afe4367 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter NA 1.00 1.00 1.00 0.84 0.84 0.81
a60f0b4bc20e5a162b45b3d2ed7a0d6c Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter NA 1.00 1.00 1.00 1.00 1.00 1.00
573091d7ddd85f9c5f14a7e53d2ba0bf Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter NA 1.00 1.00 1.00 1.00 1.00 1.00
b2bac62667dd5b7b46224f0fdf1b2265 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae NA NA 1.00 1.00 1.00 1.00 1.00 0.96
14fd1c34c1dc8d9e7a969e455e5250b1 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae NA NA 1.00 1.00 1.00 1.00 1.00 0.96
f84a5455a4f6fb3979f21796cdff4da4 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas NA 1.00 1.00 1.00 1.00 1.00 1.00
22b545cd4650317c5335dc492e3bf8cf Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas NA 1.00 1.00 1.00 1.00 1.00 1.00
b803436331852059154fa09490ae4f14 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas NA 1.00 1.00 1.00 1.00 1.00 1.00
41e6c0b55654af1d5cd503359fb77d18 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas NA 1.00 1.00 1.00 1.00 1.00 1.00
20a98efcae7f4e9242cc510002c44e57 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas staleyi 1.00 1.00 1.00 1.00 1.00 0.98
ad72127c01dac114c005c83404612b5d Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas NA 1.00 1.00 1.00 1.00 1.00 1.00
6cd521d4f7f2f49c4c86e06f49e576d8 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas alba 1.00 1.00 1.00 1.00 1.00 1.00
a537d8bab85c83b0e74c73c55790324b Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas NA 1.00 1.00 1.00 1.00 1.00 0.99
99aed6c1a98dc0e3fb45b1cdcf542d89 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA 1.00 1.00 1.00 1.00 1.00 1.00
0ec1b43df23d19c71b4e4cba59affd33 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA 1.00 1.00 1.00 1.00 1.00 1.00
6de8fff163b98c8aa71aeec462c52f49 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium mobile 1.00 1.00 1.00 1.00 1.00 1.00
2173ff99b55e25f3178d3943d534facc Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA 1.00 1.00 1.00 1.00 1.00 1.00
2dc7087fc87a98349d880c5cc9b29f49 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA 1.00 1.00 1.00 1.00 1.00 1.00
a4870cb22cb2f6ad880433b42d281866 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA 1.00 1.00 1.00 1.00 1.00 1.00
400a2dadef7eb83c98179e491624794f Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium immobile 1.00 1.00 1.00 1.00 1.00 1.00
99fee6617d20f02a0e0641f4d5a57916 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium NA 1.00 1.00 1.00 1.00 1.00 1.00
e71c86754bc9e5d7e0aa0f297bd99dda Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.95
c70b074271270395c0db013c0a3ed634 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 1.00
96799da3b007f0ef0e63b89430bfef93 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.99
50b61496d772ef01f3cbdacc5c6ca371 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas psychrolutea 1.00 1.00 1.00 1.00 1.00 1.00
10afda2baef44de4c584a6641de399b1 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 1.00
11397adbcc3ae7ea2d586775e298a19d Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.89
3d6da4853055ccfc80db03cefee88f5a Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.99
910787b53f5bb497ab9afdcc5474a21e Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.81
c993a60d06e12487198bc56fa24c625f Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas soli 1.00 1.00 1.00 1.00 1.00 0.80
44349931377434a54bb432488ce41d8f Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.93
aaf720cb05ddb528efa9bacbd90f7c58 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.87
d6efd2da2728fd74ded268122ee05036 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.97
6a649a1ad8d0c348acce7d1ae9b9798c Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.73
4753f1f75b09eb09985c3a4698c704b1 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas koreensis 1.00 1.00 1.00 1.00 1.00 0.98
d404761182ab38195d5245681f2452f5 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas koreensis 1.00 1.00 1.00 1.00 1.00 0.76
bcba47620c299fd34809f143e3d26dff Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.90
b5c8ed4496d79b916859402cdf11f0a7 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.96
96d0721be947f0dd8b619e7f8a2e3a8a Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas yunnanensis 1.00 1.00 1.00 1.00 1.00 0.78
227b7a4c194ea39cf3686d285a93541a Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.99
2d16d001e21717f960cf771ae879b1dd Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 1.00
0eedb25a12c4cc261190b69f3f82cc60 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.98
b267370499f5122d01c2bdd9821970f1 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.99
8ef6cec728e5f8f19b049f3b79931e70 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.97
9ac3bb1d7dedb08a012692a6f536b5af Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 1.00
e526b7bcb6bcc4067b9f0430c5399489 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 1.00
26dbef51cdba97c1f8b84a235ea06f3c Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.56
c757f9e7aa598fb358a29ce349c254c2 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.85
e053ffbf21bc73ea1948801c1acdd5df Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA 1.00 1.00 1.00 1.00 1.00 0.94
5fe8a79baa0e9601bc73ff3938dbf497 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium NA 1.00 1.00 1.00 1.00 1.00 0.92
252031c6807c3c946f5e386dc3b8833c Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium NA 1.00 1.00 1.00 1.00 1.00 0.53
b5e6d073ba80b055fa84cb7c17917c16 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium NA 1.00 1.00 1.00 1.00 1.00 0.97
c26da308e37d1fb5c51713b93eccb0bc Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sandarakinorhabdus NA 1.00 1.00 1.00 0.97 0.97 0.65
1e2f6526aade1b144f211784b2698e81 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingoaurantiacus polygranulatus 1.00 1.00 1.00 1.00 1.00 1.00
0f372d33b140e0f06111fc9b6f107072 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Qipengyuania NA 1.00 1.00 1.00 1.00 1.00 0.99
ba7b5d03d6feb3245377d14103b5ce6e Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Qipengyuania NA 1.00 1.00 1.00 1.00 1.00 1.00
5aa44ccd479f0310c977c1a673c4ad0a Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingorhabdus NA 1.00 1.00 1.00 1.00 1.00 0.78
69e60a7780ed19b0d4dfcaf34837aa88 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingorhabdus NA 1.00 1.00 1.00 1.00 1.00 1.00
58d59ed2d4aec86a02ef0756e3544a37 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae NA NA 1.00 1.00 1.00 1.00 1.00 0.62
80f6c62af8a91fce6b60c53a999bdd7d Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae NA NA 1.00 1.00 1.00 1.00 1.00 0.62
2d00e465ad18c4731ecf9573550ac73f Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium NA 1.00 1.00 1.00 1.00 1.00 0.88
a09d1e53d563c36b4c9ce5745304310e Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium NA 1.00 1.00 1.00 1.00 1.00 0.76
7bab7a3a57e044397f827b772281c47f Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis NA 1.00 1.00 1.00 1.00 1.00 0.99
cc1f9bd255f705071f6248d9f0c7b133 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis NA 1.00 1.00 1.00 1.00 1.00 1.00
882992e16dfcfe581ae3cbc4b3f4a373 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis NA 1.00 1.00 1.00 1.00 1.00 1.00
ad16b779f2ec6d8afc200de7c5d2f39a Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis NA 1.00 1.00 1.00 1.00 1.00 1.00
890f71c607216f982683dcdce2859fad Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium aromaticivorans 1.00 1.00 1.00 1.00 1.00 0.99
4cbd2c4a6b4d5cd57653b3ee1ddfd0fe Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium NA 1.00 1.00 1.00 1.00 1.00 0.98
26f173c04574871aba8876838e2d9e61 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium NA 1.00 1.00 1.00 1.00 1.00 0.98
fc3ee46e1b1ba3af8b1abe791b111416 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium NA 1.00 1.00 1.00 1.00 1.00 0.86
03bafc61337bc88adb8c6f8e34feedb7 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium NA 1.00 1.00 1.00 1.00 1.00 0.93
657d2563f82ad374667eb0c05b24ab89 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium taihuense 1.00 1.00 1.00 1.00 1.00 0.98
61d96b86c674ec6276984c9be7a81efc Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium NA 1.00 1.00 1.00 1.00 1.00 0.71
2bbb28b70c3a3757e48663f4d0003ecc Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium yanoikuyae 1.00 1.00 1.00 1.00 1.00 0.74
89e6d287cf7b155589c62d8ac3adcdef Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium NA 1.00 1.00 1.00 1.00 1.00 1.00
4856e07a21f6a60b639fa9c694687d95 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium NA 1.00 1.00 1.00 1.00 1.00 1.00
099670139bb042a04878c5faac723f2c Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium NA 1.00 1.00 1.00 1.00 1.00 0.89
99e1ad3f921005fd0e203aee120e1df4 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA 1.00 1.00 1.00 0.88 0.34 0.34
910f2c2c2f0a2a59df9f00e635d9e498 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Kaistiaceae Kaistia NA 1.00 1.00 1.00 1.00 1.00 1.00
bddfb593945e700cc3abba9d7eef6852 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylocystis NA 1.00 1.00 1.00 1.00 1.00 0.74
0d93715904d8bcb7ea2dedb1b12ed42f Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylocystis NA 1.00 1.00 1.00 1.00 0.99 0.55
4be7942d7f3450681d8e5893251225f1 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylocella tundrae 1.00 1.00 1.00 1.00 1.00 0.80
a0d6bc757c3704e925a401752c82f237 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae NA NA 1.00 1.00 1.00 1.00 0.98 0.44
0003367c233ad8b39a1434737ecbe030 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae alphaI_cluster NA 1.00 1.00 1.00 1.00 0.97 0.56
a85f4dd0c69b425fdb96a37a1f23dfe8 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylocystis NA 1.00 1.00 1.00 1.00 1.00 0.95
e09f97d9f9240a8db6364dea88fcd7cd Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylocystis NA 1.00 1.00 1.00 1.00 1.00 1.00
a07cfaa4e8a7cb13dbf64fc8d9a179b2 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiales_Incertae_Sedis Bauldia NA 1.00 1.00 1.00 1.00 0.80 0.79
4b9bd25bff6886ce3ef98dd87e91fdb4 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Labraceae Labrys NA 1.00 1.00 1.00 1.00 0.97 0.97
775dd457c603b6e57f89e6dea9e85482 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiales_Incertae_Sedis Bauldia NA 1.00 1.00 1.00 1.00 1.00 1.00
d3540985b951032e2612f1cde9d28f3b Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiales_Incertae_Sedis Bauldia NA 1.00 1.00 1.00 1.00 1.00 1.00
